Colony,Treatment,Time,Ant,Behavior,Location/Origin,Source/Destination,Notes
3004,2,1:43:53,****,E,good,,
3004,2,1:56:08,****,L,good,,
3004,2,2:10:02,****,E,good,,
3004,2,2:12:44,****,L,good,,
3004,2,2:24:27,****,E,mediocre,,
3004,2,2:25:28,****,L,mediocre,,
3004,2,2:37:25,****,E,good,,
3004,2,2:42:07,****,FB,old,good,
3004,2,3:20:26,****,L,good,,
3004,2,3:20:40,****,E,good,,
3004,2,3:27:34,****,L,good,,
3004,2,3:29:17,****,E,good,,
3004,2,3:44:33,****,L,good,,
3004,2,3:44:40,****,E,good,,
3004,2,3:47:23,****,L,good,,
3004,2,3:47:38,****,E,good,,
3004,2,3:49:01,****,L,good,,
3004,2,3:53:50,****,E,good,,
3004,2,4:12:24,****,L,good,,
3004,2,4:18:44,****,TB,good,old?,
3004,2,4:20:35,****,L,good,,
3004,2,5:04:18,****,E,good,,
3004,2,7:06:59,****,L,good,,
3004,2,7:37:32,****,E,mediocre,,
3004,2,7:40:20,****,L,mediocre,,
3004,2,7:45:05,****,E,good,,
3004,2,8:51:46,****,L,good,,
3004,2,9:12:47,****,E,good,,
3004,2,9:20:08,****,L,good,,
3004,2,10:28:19,****,E,good,,
3004,2,11:51:56,****,L,good,,
3004,2,12:13:17,****,E,good,,
3004,2,12:50:27,****,L,good,,
3004,2,1:10:05,*OPB,E,mediocre,,
3004,2,1:11:52,*OPB,L,mediocre,,
3004,2,3:24:43,*OPB,E,good,,
3004,2,3:43:02,*OPB,L,good,,
3004,2,3:44:11,*OPB,E,good,,
3004,2,3:55:49,*OPB,L,good,,
3004,2,4:02:47,*OPB,TB,good,old?,
3004,2,4:04:10,*OPB,L,good,,
3004,2,4:04:53,*OPB,TB,good,old?,
3004,2,4:07:01,*OPB,L,good,,
3004,2,4:12:13,*OPB,TB,good,old?,
3004,2,4:13:12,*OPB,L,good,,
3004,2,4:18:05,*OPB,TA,good,old?,
3004,2,4:18:57,*OPB,L,good,,
3004,2,4:32:05,*OPB,E,good,,
3004,2,4:36:15,*OPB,L,good,,
3004,2,4:55:44,*OPB,E,good,,
3004,2,5:11:21,*OPB,L,good,,
3004,2,5:21:50,*OPB,TA,good,old?,
3004,2,5:26:17,*OPB,L,good,,
3004,2,5:57:39,*OPB,E,good,,
3004,2,7:09:07,*OPB,L,good,,
3004,2,7:56:18,*OPB,E,good,,
3004,2,3:19:29,*OPY,BC,good,old?,
3004,2,3:31:01,*OPY,L,good,,
3004,2,3:33:36,*OPY,TA,good,old?,
3004,2,3:45:19,*OPY,L,good,,
