Colony,Treatment,Time,Ant,Behavior,Location/Origin,Source/Destination,Notes
3004,3,0:25:24,****,E,mediocre,,
3004,3,0:33:47,****,L,mediocre,,
3004,3,0:36:47,****,E,mediocre,,
3004,3,0:38:12,****,L,mediocre,,
3004,3,0:38:24,****,E,mediocre,,
3004,3,0:39:48,****,L,mediocre,,
3004,3,0:49:45,****,E,mediocre,,
3004,3,0:56:01,****,L,mediocre,,
3004,3,1:09:56,****,E,good,,
3004,3,1:12:58,****,L,good,,
3004,3,1:19:37,****,E,mediocre,,
3004,3,1:19:45,****,L,mediocre,,
3004,3,1:28:28,****,E,mediocre,,
3004,3,1:31:25,****,L,mediocre,,
3004,3,1:39:15,****,E,good,,
3004,3,1:39:17,****,L,good,,
3004,3,1:48:54,****,E,mediocre,,
3004,3,1:56:53,****,L,mediocre,,
3004,3,2:30:54,****,E,mediocre,,
3004,3,2:32:14,****,FB,mediocre,old,
3004,3,2:32:25,****,L,mediocre,,
3004,3,2:53:43,****,E,mediocre,,
3004,3,2:54:23,****,L,mediocre,,
3004,3,2:59:10,****,TB,mediocre,old?,
3004,3,3:00:13,****,L,mediocre,,
3004,3,3:02:05,****,TB,mediocre,old?,
3004,3,3:03:36,****,FB,mediocre,old,
3004,3,3:03:49,****,L,mediocre,old,
3004,3,3:06:33,****,TB,mediocre,old?,
3004,3,3:07:31,****,FB,mediocre,old,
3004,3,3:07:44,****,L,mediocre,,
3004,3,3:20:04,****,BC,mediocre,old?,
3004,3,3:23:10,****,L,mediocre,,
3004,3,3:29:48,****,BC,mediocre,old?,
3004,3,3:33:17,****,L,mediocre,,
3004,3,3:39:51,****,E,mediocre,,
3004,3,4:11:51,****,L,mediocre,,
3004,3,4:33:38,****,E,mediocre,,
3004,3,0:35:12,*OPB,E,good,,
3004,3,0:38:03,*OPB,L,good,,
3004,3,0:58:30,*OPB,E,good,,
3004,3,0:58:38,*OPB,L,good,,
3004,3,1:15:13,*OPB,E,mediocre,,
3004,3,1:15:17,*OPB,L,mediocre,,
3004,3,1:15:37,*OPB,E,mediocre,,
3004,3,1:16:50,*OPB,L,mediocre,,
3004,3,1:38:07,*OPB,E,mediocre,,
3004,3,1:38:10,*OPB,L,mediocre,,
3004,3,1:38:14,*OPB,E,mediocre,,
3004,3,1:38:18,*OPB,L,mediocre,,
3004,3,1:38:47,*OPB,E,mediocre,,
3004,3,1:39:04,*OPB,L,mediocre,,
3004,3,1:39:10,*OPB,E,mediocre,,
3004,3,1:39:12,*OPB,L,mediocre,,
3004,3,2:05:54,*OPB,E,good,,
3004,3,2:07:04,*OPB,L,good,,
3004,3,2:10:04,*OPB,E,good,,
3004,3,2:12:19,*OPB,L,good,,
3004,3,2:28:09,*OPB,E,good,,
3004,3,2:30:07,*OPB,L,good,,
3004,3,2:45:35,*OPB,BC,mediocre,old?,
3004,3,2:57:30,*OPB,FB,mediocre,old,
3004,3,2:57:59,*OPB,L,mediocre,,
3004,3,3:04:30,*OPB,TB,mediocre,old?,
3004,3,3:05:52,*OPB,L,mediocre,,
3004,3,3:20:16,*OPB,E,mediocre,,
3004,3,3:03:40,*OPY,E,mediocre,,
3004,3,3:07:57,*OPY,L,mediocre,,
3004,3,3:17:38,*OPY,E,mediocre,,
3004,3,3:20:35,*OPY,L,mediocre,,
3004,3,3:31:59,*OPY,E,mediocre,,
3004,3,3:34:50,*OPY,L,mediocre,,
3004,3,3:51:46,*OPY,E,mediocre,,
3004,3,0:12:15,B*YB,E,mediocre,,
3004,3,0:12:19,B*YB,L,mediocre,,
3004,3,0:12:23,B*YB,E,mediocre,,
3004,3,0:14:22,B*YB,L,mediocre,,
3004,3,0:20:09,B*YB,E,mediocre,,
3004,3,0:20:54,B*YB,L,mediocre,,
3004,3,0:39:01,B*YB,E,mediocre,,
3004,3,0:39:12,B*YB,L,mediocre,,
3004,3,0:39:17,B*YB,E,mediocre,,
3004,3,0:39:42,B*YB,L,mediocre,,
3004,3,1:05:58,B*YB,E,good,,
3004,3,1:08:00,B*YB,L,good,,
3004,3,1:34:18,B*YB,E,mediocre,,
3004,3,1:34:50,B*YB,L,mediocre,,
3004,3,1:34:56,B*YB,E,mediocre,,
3004,3,1:35:05,B*YB,L,mediocre,,
3004,3,1:38:52,B*YB,E,mediocre,,
3004,3,2:09:22,B*YB,L,mediocre,,
3004,3,2:31:30,B*YB,E,mediocre,,
3004,3,2:34:49,B*YB,L,mediocre,,
3004,3,2:41:38,B*YB,E,mediocre,,
3004,3,2:43:21,B*YB,L,mediocre,,
3004,3,2:48:28,B*YB,TB,mediocre,old?,
3004,3,2:50:35,B*YB,L,mediocre,,
3004,3,2:54:39,B*YB,TB,mediocre,old?,
3004,3,2:55:11,B*YB,LB,mediocre,old,
3004,3,2:55:37,B*YB,L,mediocre,,
3004,3,2:58:54,B*YB,TA,mediocre,old?,
3004,3,2:59:25,B*YB,L,mediocre,,
3004,3,3:03:35,B*YB,LB,mediocre,old,
3004,3,3:09:36,B*YB,TB,mediocre,old?,
3004,3,3:10:20,B*YB,L,mediocre,,
3004,3,3:18:49,B*YB,E,mediocre,,
3004,3,3:24:48,B*YB,L,mediocre,,
3004,3,3:42:07,B*YB,E,mediocre,,
3004,3,3:58:01,B*YB,L,mediocre,,
3004,3,4:03:23,B*YB,TA,mediocre,old?,
3004,3,4:04:51,B*YB,L,mediocre,,
3004,3,4:34:46,B*YB,E,mediocre,,
3004,3,4:41:43,B*YB,L,mediocre,,
3004,3,4:47:07,B*YB,E,mediocre,,
3004,3,2:48:56,BBWB,BC,mediocre,old?,
3004,3,0:38:52,GOBW,E,good,,
3004,3,0:39:56,GOBW,L,good,,
3004,3,1:09:42,GOBW,E,good,,
3004,3,1:10:13,GOBW,L,good,,
3004,3,1:35:26,GOBW,E,good,,
3004,3,1:38:20,GOBW,TAO,good,?,
3004,3,1:48:51,GOBW,E,good,,
3004,3,1:54:27,GOBW,L,good,,
3004,3,2:16:57,GOBW,BC,mediocre,old?,
3004,3,3:01:09,GOBW,FB,mediocre,old,
3004,3,3:03:35,GOBW,FB,mediocre,old,
3004,3,3:03:44,GOBW,L,mediocre,,
3004,3,3:11:23,GOBW,E,mediocre,,
3004,3,3:12:54,GOBW,L,mediocre,,
3004,3,3:15:41,GOBW,E,mediocre,,
3004,3,3:16:45,GOBW,L,mediocre,,
3004,3,3:20:02,GOBW,BC,mediocre,old?,
3004,3,3:37:08,GOBW,L,mediocre,,
3004,3,3:43:22,GOBW,E,mediocre,,
3004,3,1:09:24,GP**,E,good,,
3004,3,1:10:25,GP**,L,good,,
3004,3,1:11:02,GP**,E,good,,
3004,3,1:11:12,GP**,L,good,,
