Colony,Treatment,Time,Ant,Behavior,Location/Origin,Source/Destination,Notes
6,1,2:38:31,**W*,E,mediocre,,
6,1,2:39:39,**W*,TAO,mediocre,?,Carried back to old nest?
6,1,2:46:46,**W*,E,mediocre,,
6,1,2:54:33,**W*,L,mediocre,,
6,1,3:06:47,**W*,E,mediocre,,
6,1,3:08:10,**W*,TAO,mediocre,?,Carried back to old nest?
6,1,3:18:43,**W*,E,mediocre,,
6,1,3:20:08,**W*,L,mediocre,,
6,1,4:15:18,**W*,E,mediocre,,
6,1,4:15:28,**W*,L,mediocre,,
6,1,4:31:41,**W*,FB,old,good,
6,1,4:32:04,**W*,E,good,,
6,1,5:06:23,**W*,L,good,,
6,1,5:17:55,**W*,E,good,,
6,1,5:30:27,**W*,L,good,,
6,1,5:43:06,**W*,E,good,,
6,1,6:05:55,**W*,L,good,,
6,1,6:11:26,**W*,E,good,,
6,1,6:19:30,**W*,L,good,,
6,1,6:34:57,**W*,E,good,,
6,1,2:28:35,**WW,E,mediocre,,
6,1,2:32:02,**WW,L,mediocre,,
6,1,2:44:17,**WW,E,mediocre,,
6,1,2:45:26,**WW,L,mediocre,,
6,1,4:13:20,**WW,E,good,,
6,1,4:22:35,**WW,L,good,,
6,1,4:22:52,**WW,E,good,,
6,1,4:32:40,**WW,L,good,,
6,1,4:33:15,**WW,E,good,,
6,1,4:34:13,**WW,L,good,,
6,1,4:38:38,**WW,E,good,,
6,1,4:39:57,**WW,L,good,,
6,1,4:47:33,**WW,E,good,,
6,1,4:56:13,**WW,L,good,,
6,1,5:15:22,**WW,E,good,,
6,1,5:18:05,**WW,L,good,,
6,1,5:26:24,**WW,TA,good,old?,
6,1,5:27:27,**WW,L,good,,
6,1,5:33:21,**WW,TA,good,old?,
6,1,5:35:01,**WW,L,good,,
6,1,6:04:37,**WW,BC,good,old?,
6,1,6:10:03,**WW,L,good,,
6,1,6:21:44,**WW,TB,good,old?,
6,1,6:24:34,**WW,L,good,,
6,1,7:20:39,**WW,E,mediocre,,
6,1,7:23:58,**WW,L,mediocre,,
6,1,7:47:07,**WW,TU,good,,
6,1,8:08:45,**WW,L,good,,
6,1,8:18:55,**WW,TU,good,,
6,1,6:28:44,**YG,BC,good,old?,
6,1,5:17:58,**YY,BC,good,old?,
6,1,5:56:22,**YY,L,good,,
6,1,5:56:55,**YY,E,good,,
6,1,6:10:23,**YY,L,good,,
6,1,6:10:40,**YY,E,good,,
6,1,6:34:53,**YY,L,good,,
6,1,5:25:49,*gOl,BC,good,old?,
6,1,5:01:22,*O**,BC,good,old?,
6,1,3:04:54,*OGL,E,good,,
6,1,4:00:32,*OGL,L,good,,
6,1,4:17:43,*OGL,LB,old,good,
6,1,4:21:18,*OGL,E,good,,
6,1,5:18:15,*OGL,L,good,,
6,1,5:34:07,*OGL,TA,good,old?,
6,1,5:49:08,*OGL,L,good,,
6,1,6:00:26,*OGL,TB,good,old?,
6,1,6:10:10,*OGL,L,good,,
6,1,6:19:11,*OGL,TB,good,old?,
6,1,6:27:15,*OGL,L,good,,
6,1,5:46:35,*OOG,BC,good,old?,
6,1,5:48:28,*OPO,BC,good,old?,
6,1,6:11:12,*P**1,BC,good,old?,
6,1,2:09:28,*PWO,E,good,,
6,1,2:18:50,*PWO,L,good,,
6,1,2:20:22,*PWO,E,good,,
6,1,2:21:34,*PWO,L,good,,
6,1,2:46:42,*PWO,E,good,,
6,1,2:57:10,*PWO,L,good,,
6,1,3:15:22,*PWO,E,good,,
6,1,3:30:38,*PWO,L,good,,
